player,team,pos,90s,shots,tackles_won,interceptions,league,season,shots_p90,tackles_won_p90,interceptions_p90
Axel Disasi,Aston Villa,DF,5.4,2,5,4,ENG-Premier League,2425,0.37037037037037035,0.9259259259259258,0.7407407407407407
Boubacar Kamara,Aston Villa,"MF,DF",19.2,10,23,16,ENG-Premier League,2425,0.5208333333333334,1.1979166666666667,0.8333333333333334
Diego Carlos,Aston Villa,DF,9.2,4,2,5,ENG-Premier League,2425,0.4347826086956522,0.2173913043478261,0.5434782608695653
Donyell Malen,Aston Villa,MF,3.4,15,4,0,ENG-Premier League,2425,4.411764705882353,1.1764705882352942,0.0
Emi Buendía,Aston Villa,"FW,MF",1.1,5,5,0,ENG-Premier League,2425,4.545454545454545,4.545454545454545,0.0
Emiliano Martínez,Aston Villa,GK,35.5,0,3,0,ENG-Premier League,2425,0.0,0.08450704225352113,0.0
Ezri Konsa,Aston Villa,DF,32.6,11,20,24,ENG-Premier League,2425,0.3374233128834356,0.6134969325153374,0.7361963190184049
Ian Maatsen,Aston Villa,DF,12.7,19,18,18,ENG-Premier League,2425,1.4960629921259843,1.4173228346456694,1.4173228346456694
Jacob Ramsey,Aston Villa,MF,18.0,19,15,8,ENG-Premier League,2425,1.0555555555555556,0.8333333333333334,0.4444444444444444
Jaden Philogene Bidace,Aston Villa,MF,3.7,7,5,3,ENG-Premier League,2425,1.8918918918918919,1.3513513513513513,0.8108108108108107
John McGinn,Aston Villa,MF,24.7,31,23,11,ENG-Premier League,2425,1.2550607287449393,0.9311740890688259,0.4453441295546559
Jáder Durán,Aston Villa,FW,7.1,31,7,0,ENG-Premier League,2425,4.366197183098592,0.9859154929577465,0.0
Kosta Nedeljković,Aston Villa,DF,1.4,0,4,1,ENG-Premier League,2425,0.0,2.857142857142857,0.7142857142857143
Lamare Bogarde,Aston Villa,"DF,MF",5.3,1,6,1,ENG-Premier League,2425,0.18867924528301888,1.1320754716981132,0.18867924528301888
Leon Bailey,Aston Villa,MF,12.7,28,4,4,ENG-Premier League,2425,2.204724409448819,0.31496062992125984,0.31496062992125984
Lucas Digne,Aston Villa,DF,26.1,13,36,22,ENG-Premier League,2425,0.49808429118773945,1.379310344827586,0.842911877394636
Marco Asensio,Aston Villa,MF,8.3,24,5,2,ENG-Premier League,2425,2.8915662650602405,0.6024096385542168,0.24096385542168672
Marcus Rashford,Aston Villa,"FW,MF",4.9,19,7,1,ENG-Premier League,2425,3.877551020408163,1.4285714285714284,0.2040816326530612
Matty Cash,Aston Villa,DF,23.0,13,31,22,ENG-Premier League,2425,0.5652173913043478,1.3478260869565217,0.9565217391304348
Morgan Rogers,Aston Villa,MF,34.6,55,22,6,ENG-Premier League,2425,1.5895953757225434,0.6358381502890174,0.17341040462427745
Ollie Watkins,Aston Villa,FW,28.9,84,7,7,ENG-Premier League,2425,2.906574394463668,0.24221453287197234,0.24221453287197234
Pau Torres,Aston Villa,DF,22.4,8,15,9,ENG-Premier League,2425,0.35714285714285715,0.6696428571428572,0.4017857142857143
Robin Olsen,Aston Villa,GK,2.5,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Ross Barkley,Aston Villa,MF,6.5,16,4,10,ENG-Premier League,2425,2.4615384615384617,0.6153846153846154,1.5384615384615385
Tyrone Mings,Aston Villa,DF,12.4,9,6,7,ENG-Premier League,2425,0.7258064516129032,0.48387096774193544,0.564516129032258
Youri Tielemans,Aston Villa,MF,33.6,41,58,22,ENG-Premier League,2425,1.2202380952380951,1.726190476190476,0.6547619047619048
Adam Smith,Bournemouth,DF,17.7,3,14,15,ENG-Premier League,2425,0.16949152542372883,0.7909604519774012,0.8474576271186441
Alex Scott,Bournemouth,MF,8.4,15,13,9,ENG-Premier League,2425,1.7857142857142856,1.5476190476190474,1.0714285714285714
Antoine Semenyo,Bournemouth,MF,35.6,126,36,9,ENG-Premier League,2425,3.539325842696629,1.0112359550561798,0.25280898876404495
Ben Winterburn,Bournemouth,MF,0.3,0,0,2,ENG-Premier League,2425,0.0,0.0,6.666666666666667
Dango Ouattara,Bournemouth,"MF,FW",22.3,62,26,11,ENG-Premier League,2425,2.780269058295964,1.1659192825112108,0.49327354260089684
Daniel Jebbison,Bournemouth,FW,1.3,5,3,1,ENG-Premier League,2425,3.846153846153846,2.3076923076923075,0.7692307692307692
David Brooks,Bournemouth,MF,10.7,25,6,5,ENG-Premier League,2425,2.336448598130841,0.5607476635514019,0.4672897196261683
Dean Huijsen,Bournemouth,DF,27.0,18,27,48,ENG-Premier League,2425,0.6666666666666666,1.0,1.7777777777777777
Enes Ünal,Bournemouth,FW,3.8,19,0,0,ENG-Premier League,2425,5.0,0.0,0.0
Evanilson,Bournemouth,FW,25.8,73,9,2,ENG-Premier League,2425,2.8294573643410854,0.3488372093023256,0.07751937984496124
Illia Zabarnyi,Bournemouth,DF,34.5,12,35,39,ENG-Premier League,2425,0.34782608695652173,1.0144927536231885,1.1304347826086956
James Hill,Bournemouth,DF,5.0,6,8,7,ENG-Premier League,2425,1.2,1.6,1.4
Julian Araujo,Bournemouth,DF,5.5,0,5,5,ENG-Premier League,2425,0.0,0.9090909090909091,0.9090909090909091
Julio Soler,Bournemouth,DF,0.1,0,1,0,ENG-Premier League,2425,0.0,10.0,0.0
Justin Kluivert,Bournemouth,MF,26.0,63,9,13,ENG-Premier League,2425,2.423076923076923,0.34615384615384615,0.5
Kepa Arrizabalaga,Bournemouth,GK,31.0,1,0,0,ENG-Premier League,2425,0.03225806451612903,0.0,0.0
Lewis Cook,Bournemouth,"MF,DF",33.1,14,42,45,ENG-Premier League,2425,0.4229607250755287,1.268882175226586,1.3595166163141994
Luis Sinisterra,Bournemouth,MF,2.6,13,1,1,ENG-Premier League,2425,5.0,0.3846153846153846,0.3846153846153846
Marcos Senesi,Bournemouth,DF,12.3,2,19,14,ENG-Premier League,2425,0.16260162601626016,1.5447154471544715,1.1382113821138211
Marcus Tavernier,Bournemouth,MF,21.5,57,22,4,ENG-Premier League,2425,2.6511627906976742,1.0232558139534884,0.18604651162790697
Mark Travers,Bournemouth,GK,5.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Max Aarons,Bournemouth,DF,1.0,0,2,1,ENG-Premier League,2425,0.0,2.0,1.0
Milos Kerkez,Bournemouth,DF,37.1,19,26,41,ENG-Premier League,2425,0.5121293800539083,0.7008086253369272,1.105121293800539
Neto,Bournemouth,GK,2.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Philip Billing,Bournemouth,MF,2.0,5,6,5,ENG-Premier League,2425,2.5,3.0,2.5
Ryan Christie,Bournemouth,MF,23.5,33,33,30,ENG-Premier League,2425,1.4042553191489362,1.4042553191489362,1.2765957446808511
Tyler Adams,Bournemouth,MF,21.8,9,56,30,ENG-Premier League,2425,0.4128440366972477,2.568807339449541,1.3761467889908257
Ben Mee,Brentford,DF,2.0,0,2,4,ENG-Premier League,2425,0.0,1.0,2.0
Bryan Mbeumo,Brentford,"MF,FW",37.9,85,30,11,ENG-Premier League,2425,2.242744063324538,0.79155672823219,0.29023746701846964
Christian Nørgaard,Brentford,MF,31.3,39,47,46,ENG-Premier League,2425,1.2460063897763578,1.5015974440894568,1.4696485623003195
Edmond-Paris Maghoma,Brentford,MF,1.3,1,1,1,ENG-Premier League,2425,0.7692307692307692,0.7692307692307692,0.7692307692307692
Ethan Pinnock,Brentford,DF,21.3,10,15,23,ENG-Premier League,2425,0.4694835680751174,0.704225352112676,1.07981220657277
Fabio Carvalho,Brentford,"FW,MF",5.1,12,9,3,ENG-Premier League,2425,2.3529411764705883,1.7647058823529413,0.5882352941176471
Frank Onyeka,Brentford,MF,0.3,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Gustavo Nunes,Brentford,MF,0.1,0,2,0,ENG-Premier League,2425,0.0,20.0,0.0
Hákon Valdimarsson,Brentford,GK,1.6,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Igor Thiago,Brentford,FW,1.9,2,3,1,ENG-Premier League,2425,1.0526315789473684,1.5789473684210527,0.5263157894736842
Jayden Meghoma,Brentford,DF,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Keane Lewis-Potter,Brentford,"DF,MF",34.4,28,27,20,ENG-Premier League,2425,0.813953488372093,0.7848837209302326,0.5813953488372093
Kevin Schade,Brentford,"MF,FW",25.5,55,26,5,ENG-Premier League,2425,2.156862745098039,1.0196078431372548,0.19607843137254902
Kim Jisoo,Brentford,DF,0.3,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Kristoffer Ajer,Brentford,DF,16.0,9,19,11,ENG-Premier League,2425,0.5625,1.1875,0.6875
Mads Roerslev,Brentford,DF,12.2,5,8,4,ENG-Premier League,2425,0.4098360655737705,0.6557377049180328,0.3278688524590164
Mark Flekken,Brentford,GK,36.4,0,4,0,ENG-Premier League,2425,0.0,0.10989010989010989,0.0
Mathias Jensen,Brentford,MF,9.6,6,9,7,ENG-Premier League,2425,0.625,0.9375,0.7291666666666667
Michael Kayode,Brentford,DF,5.9,2,11,7,ENG-Premier League,2425,0.3389830508474576,1.8644067796610169,1.1864406779661016
Mikkel Damsgaard,Brentford,MF,32.3,35,44,29,ENG-Premier League,2425,1.08359133126935,1.3622291021671828,0.8978328173374613
Nathan Collins,Brentford,DF,38.0,17,24,34,ENG-Premier League,2425,0.4473684210526316,0.631578947368421,0.8947368421052632
Rico Henry,Brentford,"DF,MF",1.1,0,2,1,ENG-Premier League,2425,0.0,1.8181818181818181,0.9090909090909091
Sepp van den Berg,Brentford,DF,28.7,20,24,22,ENG-Premier League,2425,0.6968641114982579,0.8362369337979094,0.7665505226480837
Vitaly Janelt,Brentford,MF,25.0,14,24,27,ENG-Premier League,2425,0.56,0.96,1.08
Yehor Yarmoliuk,Brentford,MF,16.1,9,30,13,ENG-Premier League,2425,0.5590062111801242,1.8633540372670805,0.8074534161490683
Yoane Wissa,Brentford,FW,32.4,90,13,8,ENG-Premier League,2425,2.7777777777777777,0.4012345679012346,0.2469135802469136
Yunus Emre Konak,Brentford,MF,0.5,1,2,0,ENG-Premier League,2425,2.0,4.0,0.0
Adam Webster,Brighton,DF,9.9,5,7,20,ENG-Premier League,2425,0.5050505050505051,0.7070707070707071,2.0202020202020203
Bart Verbruggen,Brighton,GK,36.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Billy Gilmour,Brighton,MF,1.1,1,4,0,ENG-Premier League,2425,0.9090909090909091,3.6363636363636362,0.0
Brajan Gruda,Brighton,"MF,FW",7.6,11,8,2,ENG-Premier League,2425,1.4473684210526316,1.0526315789473684,0.2631578947368421
Carlos Baleba,Brighton,MF,29.6,44,44,49,ENG-Premier League,2425,1.4864864864864864,1.4864864864864864,1.6554054054054053
Danny Welbeck,Brighton,FW,23.5,60,16,5,ENG-Premier League,2425,2.5531914893617023,0.6808510638297872,0.2127659574468085
Diego Gómez,Brighton,MF,5.7,9,13,7,ENG-Premier League,2425,1.5789473684210527,2.280701754385965,1.2280701754385965
Eiran Cashin,Brighton,DF,0.2,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Evan Ferguson,Brighton,FW,2.7,7,3,0,ENG-Premier League,2425,2.5925925925925926,1.111111111111111,0.0
Ferdi Kadioglu,Brighton,"DF,MF",4.3,4,5,7,ENG-Premier League,2425,0.9302325581395349,1.1627906976744187,1.627906976744186
Georginio Rutter,Brighton,"MF,FW",18.4,50,14,11,ENG-Premier League,2425,2.717391304347826,0.7608695652173914,0.5978260869565218
Harry Howell,Brighton,MF,0.1,0,1,0,ENG-Premier League,2425,0.0,10.0,0.0
Igor,Brighton,DF,10.7,1,5,4,ENG-Premier League,2425,0.09345794392523366,0.4672897196261683,0.3738317757009346
Jack Hinshelwood,Brighton,"MF,DF",20.5,18,19,11,ENG-Premier League,2425,0.8780487804878049,0.926829268292683,0.5365853658536586
Jakub Moder,Brighton,MF,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
James Milner,Brighton,MF,1.9,2,2,2,ENG-Premier League,2425,1.0526315789473684,1.0526315789473684,1.0526315789473684
Jan Paul van Hecke,Brighton,DF,32.9,17,29,25,ENG-Premier League,2425,0.5167173252279635,0.8814589665653496,0.7598784194528876
Jason Steele,Brighton,GK,2.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Jeremy Sarmiento,Brighton,MF,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
João Pedro,Brighton,"FW,MF",21.6,47,12,8,ENG-Premier League,2425,2.1759259259259256,0.5555555555555555,0.37037037037037035
Joël Veltman,Brighton,DF,18.9,6,29,20,ENG-Premier League,2425,0.3174603174603175,1.5343915343915344,1.0582010582010584
Julio Enciso,Brighton,MF,3.3,20,0,0,ENG-Premier League,2425,6.0606060606060606,0.0,0.0
Kaoru Mitoma,Brighton,MF,28.9,57,27,12,ENG-Premier League,2425,1.972318339100346,0.9342560553633218,0.4152249134948097
Lewis Dunk,Brighton,DF,23.1,12,11,12,ENG-Premier League,2425,0.5194805194805194,0.47619047619047616,0.5194805194805194
Mats Wieffer,Brighton,"DF,MF",11.3,9,34,16,ENG-Premier League,2425,0.7964601769911503,3.0088495575221237,1.415929203539823
Matt O'Riley,Brighton,MF,10.4,22,8,13,ENG-Premier League,2425,2.1153846153846154,0.7692307692307692,1.25
Pervis Estupiñán,Brighton,DF,26.7,28,44,39,ENG-Premier League,2425,1.0486891385767791,1.647940074906367,1.4606741573033708
Simon Adingra,Brighton,MF,12.2,33,16,9,ENG-Premier League,2425,2.7049180327868854,1.3114754098360657,0.7377049180327869
Solly March,Brighton,MF,1.9,2,3,2,ENG-Premier League,2425,1.0526315789473684,1.5789473684210527,1.0526315789473684
Tariq Lamptey,Brighton,"DF,MF",9.6,6,11,7,ENG-Premier League,2425,0.625,1.1458333333333335,0.7291666666666667
Yankuba Minteh,Brighton,MF,20.4,34,36,12,ENG-Premier League,2425,1.6666666666666667,1.7647058823529413,0.5882352941176471
Yasin Ayari,Brighton,MF,21.8,28,32,20,ENG-Premier League,2425,1.2844036697247705,1.4678899082568806,0.9174311926605504
Axel Disasi,Chelsea,DF,4.0,2,4,2,ENG-Premier League,2425,0.5,1.0,0.5
Benoît Badiashile,Chelsea,DF,3.7,0,6,6,ENG-Premier League,2425,0.0,1.6216216216216215,1.6216216216216215
Christopher Nkunku,Chelsea,"MF,FW",10.2,25,8,7,ENG-Premier League,2425,2.450980392156863,0.7843137254901962,0.6862745098039216
Cole Palmer,Chelsea,MF,35.5,126,18,10,ENG-Premier League,2425,3.5492957746478875,0.5070422535211268,0.28169014084507044
Enzo Fernández,Chelsea,MF,32.7,53,32,13,ENG-Premier League,2425,1.620795107033639,0.9785932721712537,0.39755351681957185
Filip Jørgensen,Chelsea,GK,6.0,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Jadon Sancho,Chelsea,MF,19.6,24,7,2,ENG-Premier League,2425,1.2244897959183672,0.3571428571428571,0.1020408163265306
Joshua Acheampong,Chelsea,DF,1.9,2,1,1,ENG-Premier League,2425,1.0526315789473684,0.5263157894736842,0.5263157894736842
João Félix,Chelsea,MF,4.1,20,3,3,ENG-Premier League,2425,4.878048780487806,0.7317073170731708,0.7317073170731708
Kiernan Dewsbury-Hall,Chelsea,MF,2.9,1,5,1,ENG-Premier League,2425,0.3448275862068966,1.7241379310344829,0.3448275862068966
Levi Colwill,Chelsea,DF,35.0,17,35,32,ENG-Premier League,2425,0.4857142857142857,1.0,0.9142857142857143
Malo Gusto,Chelsea,DF,20.7,22,31,25,ENG-Premier League,2425,1.0628019323671498,1.497584541062802,1.2077294685990339
Marc Cucurella,Chelsea,DF,33.2,24,46,26,ENG-Premier League,2425,0.7228915662650601,1.3855421686746987,0.7831325301204819
Marc Guiu,Chelsea,FW,0.8,0,1,0,ENG-Premier League,2425,0.0,1.25,0.0
Mathis Amougou,Chelsea,MF,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Moisés Caicedo,Chelsea,"MF,DF",37.2,20,74,47,ENG-Premier League,2425,0.5376344086021505,1.9892473118279568,1.2634408602150538
Mykhailo Mudryk,Chelsea,MF,1.7,1,2,0,ENG-Premier League,2425,0.5882352941176471,1.1764705882352942,0.0
Nicolas Jackson,Chelsea,FW,24.7,76,11,3,ENG-Premier League,2425,3.076923076923077,0.4453441295546559,0.12145748987854252
Noni Madueke,Chelsea,MF,22.6,80,18,8,ENG-Premier League,2425,3.5398230088495573,0.7964601769911503,0.35398230088495575
Pedro Neto,Chelsea,"MF,FW",25.2,59,10,8,ENG-Premier League,2425,2.3412698412698414,0.39682539682539686,0.31746031746031744
Reece James,Chelsea,"DF,MF",11.8,11,9,14,ENG-Premier League,2425,0.9322033898305084,0.7627118644067796,1.1864406779661016
Renato Veiga,Chelsea,MF,2.0,3,6,1,ENG-Premier League,2425,1.5,3.0,0.5
Robert Sánchez,Chelsea,GK,32.0,0,0,2,ENG-Premier League,2425,0.0,0.0,0.0625
Roméo Lavia,Chelsea,MF,8.9,2,13,16,ENG-Premier League,2425,0.2247191011235955,1.4606741573033708,1.797752808988764
Tosin Adarabioyo,Chelsea,DF,15.7,13,13,10,ENG-Premier League,2425,0.8280254777070064,0.8280254777070064,0.6369426751592357
Trevoh Chalobah,Chelsea,DF,10.1,7,7,9,ENG-Premier League,2425,0.6930693069306931,0.6930693069306931,0.8910891089108911
Tyrique George,Chelsea,FW,2.0,3,0,2,ENG-Premier League,2425,1.5,0.0,1.0
Wesley Fofana,Chelsea,DF,13.0,3,11,12,ENG-Premier League,2425,0.23076923076923078,0.8461538461538461,0.9230769230769231
Adam Wharton,Crystal Palace,MF,14.6,13,16,19,ENG-Premier League,2425,0.8904109589041096,1.095890410958904,1.3013698630136987
Asher Agbinone,Crystal Palace,MF,0.1,1,1,0,ENG-Premier League,2425,10.0,10.0,0.0
Ben Chilwell,Crystal Palace,MF,2.9,5,6,6,ENG-Premier League,2425,1.7241379310344829,2.0689655172413794,2.0689655172413794
Caleb Kporha,Crystal Palace,DF,0.1,0,1,0,ENG-Premier League,2425,0.0,10.0,0.0
Chadi Riad,Crystal Palace,DF,1.0,0,2,2,ENG-Premier League,2425,0.0,2.0,2.0
Cheick Doucouré,Crystal Palace,MF,5.0,7,9,11,ENG-Premier League,2425,1.4,1.8,2.2
Chris Richards,Crystal Palace,DF,21.4,12,30,18,ENG-Premier League,2425,0.5607476635514019,1.4018691588785048,0.8411214953271029
Daichi Kamada,Crystal Palace,MF,17.4,20,29,18,ENG-Premier League,2425,1.149425287356322,1.6666666666666667,1.0344827586206897
Daniel Muñoz,Crystal Palace,MF,35.9,37,77,43,ENG-Premier League,2425,1.0306406685236769,2.1448467966573816,1.1977715877437327
Dean Henderson,Crystal Palace,GK,38.0,1,1,1,ENG-Premier League,2425,0.02631578947368421,0.02631578947368421,0.02631578947368421
Eberechi Eze,Crystal Palace,MF,28.8,102,21,10,ENG-Premier League,2425,3.5416666666666665,0.7291666666666666,0.3472222222222222
Eddie Nketiah,Crystal Palace,"FW,MF",11.5,43,8,2,ENG-Premier League,2425,3.739130434782609,0.6956521739130435,0.17391304347826086
Ismaila Sarr,Crystal Palace,MF,30.1,59,11,8,ENG-Premier League,2425,1.9601328903654485,0.3654485049833887,0.26578073089700993
Jean-Philippe Mateta,Crystal Palace,FW,29.4,69,12,2,ENG-Premier League,2425,2.3469387755102042,0.40816326530612246,0.06802721088435375
Jefferson Lerma,Crystal Palace,"MF,DF",25.3,26,19,41,ENG-Premier League,2425,1.0276679841897234,0.7509881422924901,1.6205533596837944
Jeffrey Schlupp,Crystal Palace,"DF,FW",1.1,4,0,0,ENG-Premier League,2425,3.6363636363636362,0.0,0.0
Joachim Andersen,Crystal Palace,DF,1.0,1,1,0,ENG-Premier League,2425,1.0,1.0,0.0
Joel Ward,Crystal Palace,DF,0.8,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Jordan Ayew,Crystal Palace,"FW,MF",0.2,1,0,0,ENG-Premier League,2425,5.0,0.0,0.0
Justin Devenny,Crystal Palace,MF,5.6,10,11,0,ENG-Premier League,2425,1.7857142857142858,1.9642857142857144,0.0
Marc Guéhi,Crystal Palace,DF,34.0,15,32,29,ENG-Premier League,2425,0.4411764705882353,0.9411764705882353,0.8529411764705882
Matheus França,Crystal Palace,FW,0.6,6,0,1,ENG-Premier League,2425,10.0,0.0,1.6666666666666667
Maxence Lacroix,Crystal Palace,DF,34.6,30,42,54,ENG-Premier League,2425,0.8670520231213873,1.2138728323699421,1.560693641618497
Nathaniel Clyne,Crystal Palace,"DF,MF",5.4,2,8,3,ENG-Premier League,2425,0.37037037037037035,1.4814814814814814,0.5555555555555555
Odsonne Édouard,Crystal Palace,MF,1.3,5,0,0,ENG-Premier League,2425,3.846153846153846,0.0,0.0
Romain Esse,Crystal Palace,MF,1.5,1,5,1,ENG-Premier League,2425,0.6666666666666666,3.3333333333333335,0.6666666666666666
Trevoh Chalobah,Crystal Palace,DF,11.8,11,15,20,ENG-Premier League,2425,0.9322033898305084,1.271186440677966,1.694915254237288
Tyrick Mitchell,Crystal Palace,MF,34.4,12,53,21,ENG-Premier League,2425,0.3488372093023256,1.5406976744186047,0.6104651162790697
Will Hughes,Crystal Palace,MF,23.4,22,36,21,ENG-Premier League,2425,0.9401709401709403,1.5384615384615385,0.8974358974358975
Abdoulaye Doucouré,Everton,MF,28.5,31,28,11,ENG-Premier League,2425,1.087719298245614,0.9824561403508771,0.38596491228070173
Armando Broja,Everton,FW,3.7,4,1,1,ENG-Premier League,2425,1.081081081081081,0.27027027027027023,0.27027027027027023
Ashley Young,Everton,DF,20.8,6,36,26,ENG-Premier League,2425,0.28846153846153844,1.7307692307692306,1.25
Beto,Everton,FW,17.0,49,7,4,ENG-Premier League,2425,2.8823529411764706,0.4117647058823529,0.23529411764705882
Carlos Alcaraz,Everton,MF,8.5,26,4,5,ENG-Premier League,2425,3.0588235294117645,0.47058823529411764,0.5882352941176471
Dominic Calvert-Lewin,Everton,FW,17.9,50,7,7,ENG-Premier League,2425,2.7932960893854752,0.3910614525139665,0.3910614525139665
Dwight McNeil,Everton,MF,15.2,24,8,6,ENG-Premier League,2425,1.5789473684210527,0.5263157894736842,0.39473684210526316
Harrison Armstrong,Everton,MF,0.5,1,0,0,ENG-Premier League,2425,2.0,0.0,0.0
Idrissa Gueye,Everton,MF,34.0,27,76,46,ENG-Premier League,2425,0.7941176470588235,2.235294117647059,1.3529411764705883
Iliman Ndiaye,Everton,"MF,FW",27.0,37,27,19,ENG-Premier League,2425,1.3703703703703705,1.0,0.7037037037037037
Jack Harrison,Everton,"MF,FW",23.1,29,23,9,ENG-Premier League,2425,1.2554112554112553,0.9956709956709956,0.3896103896103896
Jake O'Brien,Everton,DF,17.5,6,17,4,ENG-Premier League,2425,0.34285714285714286,0.9714285714285714,0.22857142857142856
James Garner,Everton,"MF,DF",17.7,12,32,20,ENG-Premier League,2425,0.6779661016949153,1.807909604519774,1.1299435028248588
James Tarkowski,Everton,DF,32.5,15,40,37,ENG-Premier League,2425,0.46153846153846156,1.2307692307692308,1.1384615384615384
Jarrad Branthwaite,Everton,DF,27.9,10,21,24,ENG-Premier League,2425,0.35842293906810035,0.7526881720430108,0.8602150537634409
Jesper Lindstrøm,Everton,MF,13.8,28,24,13,ENG-Premier League,2425,2.0289855072463765,1.7391304347826086,0.9420289855072463
Jordan Pickford,Everton,GK,38.0,0,1,1,ENG-Premier League,2425,0.0,0.02631578947368421,0.02631578947368421
Mason Holgate,Everton,DF,0.1,0,0,0,ENG-Premier League,2425,0.0,0.0,0.0
Michael Keane,Everton,DF,11.7,10,10,13,ENG-Premier League,2425,0.8547008547008548,0.8547008547008548,1.1111111111111112
Nathan Patterson,Everton,DF,3.9,1,6,2,ENG-Premier League,2425,0.25641025641025644,1.5384615384615385,0.5128205128205129
Orel Mangala,Everton,MF,14.0,16,8,21,ENG-Premier League,2425,1.1428571428571428,0.5714285714285714,1.5
Roman Dixon,Everton,DF,1.0,0,5,1,ENG-Premier League,2425,0.0,5.0,1.0
Séamus Coleman,Everton,DF,2.4,1,2,1,ENG-Premier League,2425,0.4166666666666667,0.8333333333333334,0.4166666666666667
Tim Iroegbunam,Everton,MF,6.4,5,13,14,ENG-Premier League,2425,0.78125,2.03125,2.1875
Vitaliy Mykolenko,Everton,DF,34.2,14,38,42,ENG-Premier League,2425,0.4093567251461988,1.111111111111111,1.2280701754385963
Youssef Chermiti,Everton,FW,0.5,3,0,0,ENG-Premier League,2425,6.0,0.0,0.0
Adama Traoré,Fulham,MF,19.7,39,13,1,ENG-Premier League,2425,1.9796954314720814,0.6598984771573604,0.050761421319796954
Alex Iwobi,Fulham,MF,33.1,68,26,13,ENG-Premier League,2425,2.0543806646525677,0.7854984894259819,0.39274924471299094
Andreas Pereira,Fulham,MF,22.4,39,12,9,ENG-Premier League,2425,1.7410714285714286,0.5357142857142857,0.4017857142857143
Antonee Robinson,Fulham,"DF,MF",35.2,16,57,57,ENG-Premier League,2425,0.45454545454545453,1.6193181818181817,1.6193181818181817
Bernd Leno,Fulham,GK,38.0,0,2,0,ENG-Premier League,2425,0.0,0.05263157894736842,0.0
Calvin Bassey,Fulham,DF,34.2,14,33,19,ENG-Premier League,2425,0.4093567251461988,0.9649122807017543,0.5555555555555555
Carlos Vinícius,Fulham,FW,0.2,1,0,0,ENG-Premier League,2425,5.0,0.0,0.0
Emile Smith Rowe,Fulham,MF,22.7,37,18,11,ENG-Premier League,2425,1.6299559471365639,0.7929515418502203,0.4845814977973568
Harrison Reed,Fulham,MF,1.2,3,2,1,ENG-Premier League,2425,2.5,1.6666666666666667,0.8333333333333334
Harry Wilson,Fulham,"MF,FW",12.9,43,15,6,ENG-Premier League,2425,3.333333333333333,1.1627906976744187,0.46511627906976744
Issa Diop,Fulham,DF,14.9,5,12,9,ENG-Premier League,2425,0.33557046979865773,0.8053691275167785,0.6040268456375839
Joachim Andersen,Fulham,DF,28.7,19,16,33,ENG-Premier League,2425,0.662020905923345,0.5574912891986062,1.1498257839721255
Jorge Cuenca,Fulham,DF,3.9,1,2,2,ENG-Premier League,2425,0.25641025641025644,0.5128205128205129,0.5128205128205129
Joshua King,Fulham,MF,1.4,3,5,1,ENG-Premier League,2425,2.142857142857143,3.5714285714285716,0.7142857142857143
Kenny Tete,Fulham,DF,19.7,24,38,30,ENG-Premier League,2425,1.218274111675127,1.9289340101522843,1.5228426395939088
Martial Godo,Fulham,"FW,MF",0.3,0,0,1,ENG-Premier League,2425,0.0,0.0,3.3333333333333335
Raúl Jiménez,Fulham,FW,27.7,96,24,11,ENG-Premier League,2425,3.4657039711191335,0.8664259927797834,0.39711191335740076
Reiss Nelson,Fulham,MF,5.4,12,5,5,ENG-Premier League,2425,2.222222222222222,0.9259259259259258,0.9259259259259258
Rodrigo Muniz,Fulham,FW,10.7,40,6,4,ENG-Premier League,2425,3.738317757009346,0.5607476635514019,0.3738317757009346
Ryan Sessegnon,Fulham,"MF,DF",6.4,14,12,4,ENG-Premier League,2425,2.1875,1.875,0.625
Sander Berge,Fulham,MF,24.7,3,32,21,ENG-Premier League,2425,0.12145748987854252,1.2955465587044535,0.8502024291497976
Saša Lukić,Fulham,MF,26.0,18,38,26,ENG-Premier League,2425,0.6923076923076923,1.4615384615384615,1.0
Timothy Castagne,Fulham,"DF,MF",18.3,8,31,23,ENG-Premier League,2425,0.4371584699453552,1.6939890710382512,1.256830601092896
Tom Cairney,Fulham,MF,7.0,11,4,4,ENG-Premier League,2425,1.5714285714285714,0.5714285714285714,0.5714285714285714
Willian,Fulham,"MF,FW",2.9,7,2,1,ENG-Premier League,2425,2.413793103448276,0.6896551724137931,0.3448275862068966
