player,team,pos,90s,shots,tackles_won,interceptions,league,season,shots_p90,tackles_won_p90,interceptions_p90
Thomas Partey,Arsenal,MF,27.6,28,40,26,ENG-Premier League,2223,1.0144927536231882,1.4492753623188406,0.9420289855072463
William Saliba,Arsenal,DF,26.8,6,19,18,ENG-Premier League,2223,0.22388059701492538,0.708955223880597,0.6716417910447761
Ashley Young,Aston Villa,DF,22.6,15,27,22,ENG-Premier League,2223,0.663716814159292,1.1946902654867255,0.9734513274336283
Bertrand Traoré,Aston Villa,MF,2.6,9,1,2,ENG-Premier League,2223,3.4615384615384612,0.3846153846153846,0.7692307692307692
Boubacar Kamara,Aston Villa,MF,19.7,4,27,19,ENG-Premier League,2223,0.20304568527918782,1.3705583756345179,0.9644670050761421
Calum Chambers,Aston Villa,DF,3.9,2,7,7,ENG-Premier League,2223,0.5128205128205129,1.794871794871795,1.794871794871795
Cameron Archer,Aston Villa,"FW,MF",0.5,0,0,0,ENG-Premier League,2223,0.0,0.0,0.0
Danny Ings,Aston Villa,FW,9.2,27,5,1,ENG-Premier League,2223,2.9347826086956523,0.5434782608695653,0.10869565217391305
Diego Carlos,Aston Villa,DF,2.3,4,0,1,ENG-Premier League,2223,1.7391304347826089,0.0,0.4347826086956522
Douglas Luiz,Aston Villa,MF,32.5,34,40,42,ENG-Premier League,2223,1.0461538461538462,1.2307692307692308,1.2923076923076924
Emi Buendía,Aston Villa,"MF,FW",26.8,49,24,19,ENG-Premier League,2223,1.828358208955224,0.8955223880597015,0.708955223880597
Emiliano Martínez,Aston Villa,GK,34.9,0,0,1,ENG-Premier League,2223,0.0,0.0,0.02865329512893983
Ezri Konsa,Aston Villa,DF,36.9,8,20,27,ENG-Premier League,2223,0.21680216802168023,0.5420054200542006,0.7317073170731707
Jacob Ramsey,Aston Villa,MF,29.3,33,40,22,ENG-Premier League,2223,1.1262798634812285,1.36518771331058,0.7508532423208191
Jan Bednarek,Aston Villa,DF,1.1,0,3,2,ENG-Premier League,2223,0.0,2.727272727272727,1.8181818181818181
John McGinn,Aston Villa,MF,29.9,42,36,23,ENG-Premier League,2223,1.4046822742474918,1.2040133779264215,0.7692307692307693
